time,"
Boston Celtics
",score,"
Dallas Mavericks
",url
1:14.0,"{'player': 'P. Pritchard', 'action': 'Offensive rebound by'}",108-133,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:13.0,"{'player': 'P. Pritchard', 'action': 'makes 2-pt layup from 4 ft'}",108-135,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:06.0,"{'player': '', 'action': 'Violation by Team (kicked ball)'}",108-135,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:04.0,"{'player': '', 'action': ''}",108-135,"{'player': 'J. Hardy', 'action': 'misses 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:02.0,"{'player': 'S. Hauser', 'action': 'Defensive rebound by'}",108-135,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:43.0,"{'player': 'P. Pritchard D. Jones', 'action': 'Turnover by P. Pritchard (lost ball; steal by D. Jones )'}",108-135,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:40.0,"{'player': '', 'action': ''}",110-135,"{'player': 'J. Green D. Jones', 'action': 'J. Green makes 2-pt dunk from 1 ft (assist by D. Jones )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:20.0,"{'player': 'O. Brissett S. Mykhailiuk', 'action': 'O. Brissett makes 2-pt layup from 4 ft (assist by S. Mykhailiuk )'}",110-137,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:20.0,"{'player': 'D. Powell O. Brissett', 'action': 'Shooting foul by D. Powell (drawn by O. Brissett )'}",110-137,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:20.0,"{'player': 'O. Brissett', 'action': 'makes free throw 1 of 1'}",110-138,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
