Date,Home Team,Away Team,Home Score,Away Score,Winning Team,Losing Team,Point Differential
"Thu, Mar 7, 2024",Indiana Pacers,Minnesota Timberwolves,111,113,Minnesota Timberwolves,Indiana Pacers,2
"Thu, Mar 7, 2024",Dallas Mavericks,Miami Heat,114,108,Dallas Mavericks,Miami Heat,6
"Thu, Mar 7, 2024",Phoenix Suns,Toronto Raptors,120,113,Phoenix Suns,Toronto Raptors,7
"Thu, Mar 7, 2024",Denver Nuggets,Boston Celtics,115,109,Denver Nuggets,Boston Celtics,6
"Thu, Mar 7, 2024",Golden State Warriors,Chicago Bulls,122,125,Chicago Bulls,Golden State Warriors,3
"Thu, Mar 7, 2024",Sacramento Kings,San Antonio Spurs,131,129,Sacramento Kings,San Antonio Spurs,2
"Fri, Mar 8, 2024",Philadelphia 76ers,New Orleans Pelicans,95,103,New Orleans Pelicans,Philadelphia 76ers,8
"Fri, Mar 8, 2024",Washington Wizards,Charlotte Hornets,112,100,Washington Wizards,Charlotte Hornets,12
"Fri, Mar 8, 2024",Cleveland Cavaliers,Minnesota Timberwolves,113,104,Cleveland Cavaliers,Minnesota Timberwolves,9
"Fri, Mar 8, 2024",New York Knicks,Orlando Magic,98,74,New York Knicks,Orlando Magic,24
"Fri, Mar 8, 2024",Memphis Grizzlies,Atlanta Hawks,92,99,Atlanta Hawks,Memphis Grizzlies,7
"Fri, Mar 8, 2024",Oklahoma City Thunder,Miami Heat,107,100,Oklahoma City Thunder,Miami Heat,7
"Fri, Mar 8, 2024",Los Angeles Lakers,Milwaukee Bucks,123,122,Los Angeles Lakers,Milwaukee Bucks,1
"Fri, Mar 8, 2024",Portland Trail Blazers,Houston Rockets,107,123,Houston Rockets,Portland Trail Blazers,16
"Sat, Mar 9, 2024",Los Angeles Clippers,Chicago Bulls,112,102,Los Angeles Clippers,Chicago Bulls,10
"Sat, Mar 9, 2024",Charlotte Hornets,Brooklyn Nets,110,99,Charlotte Hornets,Brooklyn Nets,11
"Sat, Mar 9, 2024",Detroit Pistons,Dallas Mavericks,124,142,Dallas Mavericks,Detroit Pistons,18
"Sat, Mar 9, 2024",Golden State Warriors,San Antonio Spurs,113,126,San Antonio Spurs,Golden State Warriors,13
"Sat, Mar 9, 2024",Phoenix Suns,Boston Celtics,107,117,Boston Celtics,Phoenix Suns,10
"Sat, Mar 9, 2024",Denver Nuggets,Utah Jazz,142,121,Denver Nuggets,Utah Jazz,21
"Sat, Mar 9, 2024",Portland Trail Blazers,Toronto Raptors,128,118,Portland Trail Blazers,Toronto Raptors,10
"Sun, Mar 10, 2024",Los Angeles Clippers,Milwaukee Bucks,117,124,Milwaukee Bucks,Los Angeles Clippers,7
"Sun, Mar 10, 2024",Atlanta Hawks,New Orleans Pelicans,103,116,New Orleans Pelicans,Atlanta Hawks,13
"Sun, Mar 10, 2024",Miami Heat,Washington Wizards,108,110,Washington Wizards,Miami Heat,2
"Sun, Mar 10, 2024",Orlando Magic,Indiana Pacers,97,111,Indiana Pacers,Orlando Magic,14
"Sun, Mar 10, 2024",Sacramento Kings,Houston Rockets,104,112,Houston Rockets,Sacramento Kings,8
"Sun, Mar 10, 2024",Cleveland Cavaliers,Brooklyn Nets,101,120,Brooklyn Nets,Cleveland Cavaliers,19
"Sun, Mar 10, 2024",New York Knicks,Philadelphia 76ers,73,79,Philadelphia 76ers,New York Knicks,6
"Sun, Mar 10, 2024",Oklahoma City Thunder,Memphis Grizzlies,124,93,Oklahoma City Thunder,Memphis Grizzlies,31
"Sun, Mar 10, 2024",Los Angeles Lakers,Minnesota Timberwolves,120,109,Los Angeles Lakers,Minnesota Timberwolves,11
"Mon, Mar 11, 2024",Detroit Pistons,Charlotte Hornets,114,97,Detroit Pistons,Charlotte Hornets,17
"Mon, Mar 11, 2024",Cleveland Cavaliers,Phoenix Suns,111,117,Phoenix Suns,Cleveland Cavaliers,6
"Mon, Mar 11, 2024",Chicago Bulls,Dallas Mavericks,92,127,Dallas Mavericks,Chicago Bulls,35
"Mon, Mar 11, 2024",San Antonio Spurs,Golden State Warriors,102,112,Golden State Warriors,San Antonio Spurs,10
"Mon, Mar 11, 2024",Denver Nuggets,Toronto Raptors,125,119,Denver Nuggets,Toronto Raptors,6
"Mon, Mar 11, 2024",Portland Trail Blazers,Boston Celtics,99,121,Boston Celtics,Portland Trail Blazers,22
"Tue, Mar 12, 2024",New York Knicks,Philadelphia 76ers,106,79,New York Knicks,Philadelphia 76ers,27
"Tue, Mar 12, 2024",Memphis Grizzlies,Washington Wizards,109,97,Memphis Grizzlies,Washington Wizards,12
"Tue, Mar 12, 2024",Oklahoma City Thunder,Indiana Pacers,111,121,Indiana Pacers,Oklahoma City Thunder,10
"Tue, Mar 12, 2024",San Antonio Spurs,Houston Rockets,101,103,Houston Rockets,San Antonio Spurs,2
"Tue, Mar 12, 2024",Utah Jazz,Boston Celtics,107,123,Boston Celtics,Utah Jazz,16
"Tue, Mar 12, 2024",Los Angeles Clippers,Minnesota Timberwolves,100,118,Minnesota Timberwolves,Los Angeles Clippers,18
"Tue, Mar 12, 2024",Sacramento Kings,Milwaukee Bucks,129,94,Sacramento Kings,Milwaukee Bucks,35
"Wed, Mar 13, 2024",Detroit Pistons,Toronto Raptors,113,104,Detroit Pistons,Toronto Raptors,9
"Wed, Mar 13, 2024",Orlando Magic,Brooklyn Nets,114,106,Orlando Magic,Brooklyn Nets,8
"Wed, Mar 13, 2024",Indiana Pacers,Chicago Bulls,129,132,Chicago Bulls,Indiana Pacers,3
"Wed, Mar 13, 2024",Miami Heat,Denver Nuggets,88,100,Denver Nuggets,Miami Heat,12
"Wed, Mar 13, 2024",Memphis Grizzlies,Charlotte Hornets,98,110,Charlotte Hornets,Memphis Grizzlies,12
"Wed, Mar 13, 2024",New Orleans Pelicans,Cleveland Cavaliers,95,116,Cleveland Cavaliers,New Orleans Pelicans,21
"Wed, Mar 13, 2024",Dallas Mavericks,Golden State Warriors,109,99,Dallas Mavericks,Golden State Warriors,10
"Wed, Mar 13, 2024",Portland Trail Blazers,Atlanta Hawks,106,102,Portland Trail Blazers,Atlanta Hawks,4
"Wed, Mar 13, 2024",Sacramento Kings,Los Angeles Lakers,120,107,Sacramento Kings,Los Angeles Lakers,13
"Thu, Mar 14, 2024",Boston Celtics,Phoenix Suns,127,112,Boston Celtics,Phoenix Suns,15
"Thu, Mar 14, 2024",Chicago Bulls,Los Angeles Clippers,111,126,Los Angeles Clippers,Chicago Bulls,15
"Thu, Mar 14, 2024",Houston Rockets,Washington Wizards,135,119,Houston Rockets,Washington Wizards,16
"Thu, Mar 14, 2024",Milwaukee Bucks,Philadelphia 76ers,114,105,Milwaukee Bucks,Philadelphia 76ers,9
"Thu, Mar 14, 2024",Oklahoma City Thunder,Dallas Mavericks,126,119,Oklahoma City Thunder,Dallas Mavericks,7
"Thu, Mar 14, 2024",Portland Trail Blazers,New York Knicks,93,105,New York Knicks,Portland Trail Blazers,12
"Fri, Mar 15, 2024",Charlotte Hornets,Phoenix Suns,96,107,Phoenix Suns,Charlotte Hornets,11
"Fri, Mar 15, 2024",Detroit Pistons,Miami Heat,95,108,Miami Heat,Detroit Pistons,13
"Fri, Mar 15, 2024",Toronto Raptors,Orlando Magic,103,113,Orlando Magic,Toronto Raptors,10
"Fri, Mar 15, 2024",New Orleans Pelicans,Los Angeles Clippers,112,104,New Orleans Pelicans,Los Angeles Clippers,8
"Fri, Mar 15, 2024",San Antonio Spurs,Denver Nuggets,106,117,Denver Nuggets,San Antonio Spurs,11
"Fri, Mar 15, 2024",Utah Jazz,Atlanta Hawks,124,122,Utah Jazz,Atlanta Hawks,2
"Sat, Mar 16, 2024",Houston Rockets,Cleveland Cavaliers,117,103,Houston Rockets,Cleveland Cavaliers,14
"Sat, Mar 16, 2024",Indiana Pacers,Brooklyn Nets,121,100,Indiana Pacers,Brooklyn Nets,21
"Sat, Mar 16, 2024",New Orleans Pelicans,Portland Trail Blazers,126,107,New Orleans Pelicans,Portland Trail Blazers,19
"Sat, Mar 16, 2024",Philadelphia 76ers,Charlotte Hornets,109,98,Philadelphia 76ers,Charlotte Hornets,11
"Sat, Mar 16, 2024",Chicago Bulls,Washington Wizards,127,98,Chicago Bulls,Washington Wizards,29
"Sat, Mar 16, 2024",Memphis Grizzlies,Oklahoma City Thunder,112,118,Oklahoma City Thunder,Memphis Grizzlies,6
"Sat, Mar 16, 2024",Los Angeles Lakers,Golden State Warriors,121,128,Golden State Warriors,Los Angeles Lakers,7
"Sat, Mar 16, 2024",Utah Jazz,Minnesota Timberwolves,100,119,Minnesota Timberwolves,Utah Jazz,19
"Sat, Mar 16, 2024",Sacramento Kings,New York Knicks,91,98,New York Knicks,Sacramento Kings,7
"Sun, Mar 17, 2024",Milwaukee Bucks,Phoenix Suns,140,129,Milwaukee Bucks,Phoenix Suns,11
"Sun, Mar 17, 2024",Detroit Pistons,Miami Heat,101,104,Miami Heat,Detroit Pistons,3
"Sun, Mar 17, 2024",Dallas Mavericks,Denver Nuggets,107,105,Dallas Mavericks,Denver Nuggets,2
"Sun, Mar 17, 2024",Orlando Magic,Toronto Raptors,111,96,Orlando Magic,Toronto Raptors,15
"Sun, Mar 17, 2024",Washington Wizards,Boston Celtics,104,130,Boston Celtics,Washington Wizards,26
"Sun, Mar 17, 2024",San Antonio Spurs,Brooklyn Nets,122,115,San Antonio Spurs,Brooklyn Nets,7
"Sun, Mar 17, 2024",Los Angeles Clippers,Atlanta Hawks,93,110,Atlanta Hawks,Los Angeles Clippers,17
"Mon, Mar 18, 2024",Indiana Pacers,Cleveland Cavaliers,103,108,Cleveland Cavaliers,Indiana Pacers,5
"Mon, Mar 18, 2024",Boston Celtics,Detroit Pistons,119,94,Boston Celtics,Detroit Pistons,25
"Mon, Mar 18, 2024",Philadelphia 76ers,Miami Heat,98,91,Philadelphia 76ers,Miami Heat,7
"Mon, Mar 18, 2024",Chicago Bulls,Portland Trail Blazers,110,107,Chicago Bulls,Portland Trail Blazers,3
"Mon, Mar 18, 2024",Utah Jazz,Minnesota Timberwolves,104,114,Minnesota Timberwolves,Utah Jazz,10
"Mon, Mar 18, 2024",Golden State Warriors,New York Knicks,112,119,New York Knicks,Golden State Warriors,7
"Mon, Mar 18, 2024",Sacramento Kings,Memphis Grizzlies,121,111,Sacramento Kings,Memphis Grizzlies,10
"Mon, Mar 18, 2024",Los Angeles Lakers,Atlanta Hawks,136,105,Los Angeles Lakers,Atlanta Hawks,31
"Tue, Mar 19, 2024",Orlando Magic,Charlotte Hornets,112,92,Orlando Magic,Charlotte Hornets,20
"Tue, Mar 19, 2024",Washington Wizards,Houston Rockets,114,137,Houston Rockets,Washington Wizards,23
"Tue, Mar 19, 2024",Brooklyn Nets,New Orleans Pelicans,91,104,New Orleans Pelicans,Brooklyn Nets,13
"Tue, Mar 19, 2024",San Antonio Spurs,Dallas Mavericks,107,113,Dallas Mavericks,San Antonio Spurs,6
"Tue, Mar 19, 2024",Minnesota Timberwolves,Denver Nuggets,112,115,Denver Nuggets,Minnesota Timberwolves,3
"Wed, Mar 20, 2024",Cleveland Cavaliers,Miami Heat,104,107,Miami Heat,Cleveland Cavaliers,3
"Wed, Mar 20, 2024",Detroit Pistons,Indiana Pacers,103,122,Indiana Pacers,Detroit Pistons,19
"Wed, Mar 20, 2024",Boston Celtics,Milwaukee Bucks,122,119,Boston Celtics,Milwaukee Bucks,3
"Wed, Mar 20, 2024",Toronto Raptors,Sacramento Kings,89,123,Sacramento Kings,Toronto Raptors,34
"Wed, Mar 20, 2024",Oklahoma City Thunder,Utah Jazz,119,107,Oklahoma City Thunder,Utah Jazz,12
"Wed, Mar 20, 2024",Golden State Warriors,Memphis Grizzlies,137,116,Golden State Warriors,Memphis Grizzlies,21
"Wed, Mar 20, 2024",Phoenix Suns,Philadelphia 76ers,115,102,Phoenix Suns,Philadelphia 76ers,13
"Wed, Mar 20, 2024",Portland Trail Blazers,Los Angeles Clippers,103,116,Los Angeles Clippers,Portland Trail Blazers,13
"Thu, Mar 21, 2024",Orlando Magic,New Orleans Pelicans,121,106,Orlando Magic,New Orleans Pelicans,15
"Thu, Mar 21, 2024",Washington Wizards,Sacramento Kings,109,102,Washington Wizards,Sacramento Kings,7
"Thu, Mar 21, 2024",Houston Rockets,Chicago Bulls,127,117,Houston Rockets,Chicago Bulls,10
"Thu, Mar 21, 2024",Milwaukee Bucks,Brooklyn Nets,115,108,Milwaukee Bucks,Brooklyn Nets,7
"Thu, Mar 21, 2024",Dallas Mavericks,Utah Jazz,113,97,Dallas Mavericks,Utah Jazz,16
"Thu, Mar 21, 2024",Denver Nuggets,New York Knicks,113,100,Denver Nuggets,New York Knicks,13
"Thu, Mar 21, 2024",Phoenix Suns,Atlanta Hawks,128,115,Phoenix Suns,Atlanta Hawks,13
"Fri, Mar 22, 2024",Detroit Pistons,Boston Celtics,102,129,Boston Celtics,Detroit Pistons,27
"Fri, Mar 22, 2024",Toronto Raptors,Oklahoma City Thunder,103,123,Oklahoma City Thunder,Toronto Raptors,20
"Fri, Mar 22, 2024",Miami Heat,New Orleans Pelicans,88,111,New Orleans Pelicans,Miami Heat,23
"Fri, Mar 22, 2024",Minnesota Timberwolves,Cleveland Cavaliers,104,91,Minnesota Timberwolves,Cleveland Cavaliers,13
"Fri, Mar 22, 2024",San Antonio Spurs,Memphis Grizzlies,97,99,Memphis Grizzlies,San Antonio Spurs,2
"Fri, Mar 22, 2024",Golden State Warriors,Indiana Pacers,111,123,Indiana Pacers,Golden State Warriors,12
"Fri, Mar 22, 2024",Portland Trail Blazers,Los Angeles Clippers,117,125,Los Angeles Clippers,Portland Trail Blazers,8
"Fri, Mar 22, 2024",Los Angeles Lakers,Philadelphia 76ers,101,94,Los Angeles Lakers,Philadelphia 76ers,7
"Sat, Mar 23, 2024",New York Knicks,Brooklyn Nets,105,93,New York Knicks,Brooklyn Nets,12
"Sat, Mar 23, 2024",Orlando Magic,Sacramento Kings,107,109,Sacramento Kings,Orlando Magic,2
"Sat, Mar 23, 2024",Atlanta Hawks,Charlotte Hornets,132,91,Atlanta Hawks,Charlotte Hornets,41
"Sat, Mar 23, 2024",Chicago Bulls,Boston Celtics,113,124,Boston Celtics,Chicago Bulls,11
"Sat, Mar 23, 2024",Houston Rockets,Utah Jazz,147,119,Houston Rockets,Utah Jazz,28
"Sat, Mar 23, 2024",San Antonio Spurs,Phoenix Suns,106,131,Phoenix Suns,San Antonio Spurs,25
"Sat, Mar 23, 2024",Washington Wizards,Toronto Raptors,112,109,Washington Wizards,Toronto Raptors,3
"Sat, Mar 23, 2024",Portland Trail Blazers,Denver Nuggets,111,114,Denver Nuggets,Portland Trail Blazers,3
"Sun, Mar 24, 2024",Detroit Pistons,New Orleans Pelicans,101,114,New Orleans Pelicans,Detroit Pistons,13
"Sun, Mar 24, 2024",Los Angeles Clippers,Philadelphia 76ers,107,121,Philadelphia 76ers,Los Angeles Clippers,14
"Sun, Mar 24, 2024",Miami Heat,Cleveland Cavaliers,121,84,Miami Heat,Cleveland Cavaliers,37
"Sun, Mar 24, 2024",Milwaukee Bucks,Oklahoma City Thunder,118,93,Milwaukee Bucks,Oklahoma City Thunder,25
"Sun, Mar 24, 2024",Minnesota Timberwolves,Golden State Warriors,114,110,Minnesota Timberwolves,Golden State Warriors,4
"Sun, Mar 24, 2024",Los Angeles Lakers,Indiana Pacers,150,145,Los Angeles Lakers,Indiana Pacers,5
"Mon, Mar 25, 2024",Cleveland Cavaliers,Charlotte Hornets,115,92,Cleveland Cavaliers,Charlotte Hornets,23
"Mon, Mar 25, 2024",Atlanta Hawks,Boston Celtics,120,118,Atlanta Hawks,Boston Celtics,2
"Mon, Mar 25, 2024",New York Knicks,Detroit Pistons,124,99,New York Knicks,Detroit Pistons,25
"Mon, Mar 25, 2024",Toronto Raptors,Brooklyn Nets,88,96,Brooklyn Nets,Toronto Raptors,8
"Mon, Mar 25, 2024",Chicago Bulls,Washington Wizards,105,107,Washington Wizards,Chicago Bulls,2
"Mon, Mar 25, 2024",Houston Rockets,Portland Trail Blazers,110,92,Houston Rockets,Portland Trail Blazers,18
"Mon, Mar 25, 2024",San Antonio Spurs,Phoenix Suns,104,102,San Antonio Spurs,Phoenix Suns,2
"Mon, Mar 25, 2024",Denver Nuggets,Memphis Grizzlies,128,103,Denver Nuggets,Memphis Grizzlies,25
"Mon, Mar 25, 2024",Utah Jazz,Dallas Mavericks,105,115,Dallas Mavericks,Utah Jazz,10
"Mon, Mar 25, 2024",Sacramento Kings,Philadelphia 76ers,108,96,Sacramento Kings,Philadelphia 76ers,12
"Mon, Mar 25, 2024",Los Angeles Clippers,Indiana Pacers,116,133,Indiana Pacers,Los Angeles Clippers,17
"Tue, Mar 26, 2024",Miami Heat,Golden State Warriors,92,113,Golden State Warriors,Miami Heat,21
"Tue, Mar 26, 2024",Milwaukee Bucks,Los Angeles Lakers,124,128,Los Angeles Lakers,Milwaukee Bucks,4
"Tue, Mar 26, 2024",New Orleans Pelicans,Oklahoma City Thunder,112,119,Oklahoma City Thunder,New Orleans Pelicans,7
"Tue, Mar 26, 2024",Sacramento Kings,Dallas Mavericks,96,132,Dallas Mavericks,Sacramento Kings,36
"Wed, Mar 27, 2024",Charlotte Hornets,Cleveland Cavaliers,118,111,Charlotte Hornets,Cleveland Cavaliers,7
"Wed, Mar 27, 2024",Orlando Magic,Golden State Warriors,93,101,Golden State Warriors,Orlando Magic,8
"Wed, Mar 27, 2024",Washington Wizards,Brooklyn Nets,119,122,Brooklyn Nets,Washington Wizards,3
"Wed, Mar 27, 2024",Atlanta Hawks,Portland Trail Blazers,120,106,Atlanta Hawks,Portland Trail Blazers,14
"Wed, Mar 27, 2024",Philadelphia 76ers,Los Angeles Clippers,107,108,Los Angeles Clippers,Philadelphia 76ers,1
"Wed, Mar 27, 2024",Toronto Raptors,New York Knicks,101,145,New York Knicks,Toronto Raptors,44
"Wed, Mar 27, 2024",Chicago Bulls,Indiana Pacers,125,99,Chicago Bulls,Indiana Pacers,26
"Wed, Mar 27, 2024",Memphis Grizzlies,Los Angeles Lakers,124,136,Los Angeles Lakers,Memphis Grizzlies,12
"Wed, Mar 27, 2024",Minnesota Timberwolves,Detroit Pistons,106,91,Minnesota Timberwolves,Detroit Pistons,15
"Wed, Mar 27, 2024",Oklahoma City Thunder,Houston Rockets,126,132,Houston Rockets,Oklahoma City Thunder,6
"Wed, Mar 27, 2024",Utah Jazz,San Antonio Spurs,111,118,San Antonio Spurs,Utah Jazz,7
"Wed, Mar 27, 2024",Denver Nuggets,Phoenix Suns,97,104,Phoenix Suns,Denver Nuggets,7
"Thu, Mar 28, 2024",Atlanta Hawks,Boston Celtics,123,122,Atlanta Hawks,Boston Celtics,1
"Thu, Mar 28, 2024",New Orleans Pelicans,Milwaukee Bucks,107,100,New Orleans Pelicans,Milwaukee Bucks,7
"Fri, Mar 29, 2024",Charlotte Hornets,Golden State Warriors,97,115,Golden State Warriors,Charlotte Hornets,18
"Fri, Mar 29, 2024",Indiana Pacers,Los Angeles Lakers,109,90,Indiana Pacers,Los Angeles Lakers,19
"Fri, Mar 29, 2024",Orlando Magic,Los Angeles Clippers,97,100,Los Angeles Clippers,Orlando Magic,3
"Fri, Mar 29, 2024",Washington Wizards,Detroit Pistons,87,96,Detroit Pistons,Washington Wizards,9
"Fri, Mar 29, 2024",Brooklyn Nets,Chicago Bulls,125,108,Brooklyn Nets,Chicago Bulls,17
"Fri, Mar 29, 2024",Cleveland Cavaliers,Philadelphia 76ers,117,114,Cleveland Cavaliers,Philadelphia 76ers,3
"Fri, Mar 29, 2024",Miami Heat,Portland Trail Blazers,142,82,Miami Heat,Portland Trail Blazers,60
"Fri, Mar 29, 2024",Oklahoma City Thunder,Phoenix Suns,128,103,Oklahoma City Thunder,Phoenix Suns,25
"Fri, Mar 29, 2024",San Antonio Spurs,New York Knicks,130,126,San Antonio Spurs,New York Knicks,4
"Fri, Mar 29, 2024",Denver Nuggets,Minnesota Timberwolves,98,111,Minnesota Timberwolves,Denver Nuggets,13
"Fri, Mar 29, 2024",Utah Jazz,Houston Rockets,100,101,Houston Rockets,Utah Jazz,1
"Fri, Mar 29, 2024",Sacramento Kings,Dallas Mavericks,103,107,Dallas Mavericks,Sacramento Kings,4
"Sat, Mar 30, 2024",New Orleans Pelicans,Boston Celtics,92,104,Boston Celtics,New Orleans Pelicans,12
"Sat, Mar 30, 2024",Orlando Magic,Memphis Grizzlies,118,88,Orlando Magic,Memphis Grizzlies,30
"Sat, Mar 30, 2024",Atlanta Hawks,Milwaukee Bucks,113,122,Milwaukee Bucks,Atlanta Hawks,9
"Sun, Mar 31, 2024",Denver Nuggets,Cleveland Cavaliers,130,101,Denver Nuggets,Cleveland Cavaliers,29
"Sun, Mar 31, 2024",Brooklyn Nets,Los Angeles Lakers,104,116,Los Angeles Lakers,Brooklyn Nets,12
"Sun, Mar 31, 2024",Charlotte Hornets,Los Angeles Clippers,118,130,Los Angeles Clippers,Charlotte Hornets,12
"Sun, Mar 31, 2024",Toronto Raptors,Philadelphia 76ers,120,135,Philadelphia 76ers,Toronto Raptors,15
"Sun, Mar 31, 2024",Washington Wizards,Miami Heat,107,119,Miami Heat,Washington Wizards,12
"Sun, Mar 31, 2024",Houston Rockets,Dallas Mavericks,107,125,Dallas Mavericks,Houston Rockets,18
"Sun, Mar 31, 2024",Minnesota Timberwolves,Chicago Bulls,101,109,Chicago Bulls,Minnesota Timberwolves,8
"Sun, Mar 31, 2024",New York Knicks,Oklahoma City Thunder,112,113,Oklahoma City Thunder,New York Knicks,1
"Sun, Mar 31, 2024",San Antonio Spurs,Golden State Warriors,113,117,Golden State Warriors,San Antonio Spurs,4
"Sun, Mar 31, 2024",Sacramento Kings,Utah Jazz,127,106,Sacramento Kings,Utah Jazz,21
"Mon, Apr 1, 2024",Charlotte Hornets,Boston Celtics,104,118,Boston Celtics,Charlotte Hornets,14
"Mon, Apr 1, 2024",Detroit Pistons,Memphis Grizzlies,108,110,Memphis Grizzlies,Detroit Pistons,2
"Mon, Apr 1, 2024",Indiana Pacers,Brooklyn Nets,133,111,Indiana Pacers,Brooklyn Nets,22
"Mon, Apr 1, 2024",Orlando Magic,Portland Trail Blazers,104,103,Orlando Magic,Portland Trail Blazers,1
"Mon, Apr 1, 2024",Chicago Bulls,Atlanta Hawks,101,113,Atlanta Hawks,Chicago Bulls,12
"Mon, Apr 1, 2024",New Orleans Pelicans,Phoenix Suns,111,124,Phoenix Suns,New Orleans Pelicans,13
"Tue, Apr 2, 2024",Toronto Raptors,Los Angeles Lakers,111,128,Los Angeles Lakers,Toronto Raptors,17
"Tue, Apr 2, 2024",Washington Wizards,Milwaukee Bucks,117,113,Washington Wizards,Milwaukee Bucks,4
"Tue, Apr 2, 2024",Miami Heat,New York Knicks,109,99,Miami Heat,New York Knicks,10
"Tue, Apr 2, 2024",Philadelphia 76ers,Oklahoma City Thunder,109,105,Philadelphia 76ers,Oklahoma City Thunder,4
"Tue, Apr 2, 2024",Minnesota Timberwolves,Houston Rockets,113,106,Minnesota Timberwolves,Houston Rockets,7
"Tue, Apr 2, 2024",Denver Nuggets,San Antonio Spurs,110,105,Denver Nuggets,San Antonio Spurs,5
"Tue, Apr 2, 2024",Utah Jazz,Cleveland Cavaliers,113,129,Cleveland Cavaliers,Utah Jazz,16
"Tue, Apr 2, 2024",Golden State Warriors,Dallas Mavericks,104,100,Golden State Warriors,Dallas Mavericks,4
"Tue, Apr 2, 2024",Sacramento Kings,Los Angeles Clippers,109,95,Sacramento Kings,Los Angeles Clippers,14
"Wed, Apr 3, 2024",Charlotte Hornets,Portland Trail Blazers,86,89,Portland Trail Blazers,Charlotte Hornets,3
"Wed, Apr 3, 2024",Washington Wizards,Los Angeles Lakers,120,125,Los Angeles Lakers,Washington Wizards,5
"Wed, Apr 3, 2024",Atlanta Hawks,Detroit Pistons,121,113,Atlanta Hawks,Detroit Pistons,8
"Wed, Apr 3, 2024",Boston Celtics,Oklahoma City Thunder,135,100,Boston Celtics,Oklahoma City Thunder,35
"Wed, Apr 3, 2024",Brooklyn Nets,Indiana Pacers,115,111,Brooklyn Nets,Indiana Pacers,4
"Wed, Apr 3, 2024",Milwaukee Bucks,Memphis Grizzlies,101,111,Memphis Grizzlies,Milwaukee Bucks,10
"Wed, Apr 3, 2024",Minnesota Timberwolves,Toronto Raptors,133,85,Minnesota Timberwolves,Toronto Raptors,48
"Wed, Apr 3, 2024",New Orleans Pelicans,Orlando Magic,108,117,Orlando Magic,New Orleans Pelicans,9
"Wed, Apr 3, 2024",Phoenix Suns,Cleveland Cavaliers,122,101,Phoenix Suns,Cleveland Cavaliers,21
"Thu, Apr 4, 2024",Dallas Mavericks,Atlanta Hawks,109,95,Dallas Mavericks,Atlanta Hawks,14
"Thu, Apr 4, 2024",Miami Heat,Philadelphia 76ers,105,109,Philadelphia 76ers,Miami Heat,4
"Thu, Apr 4, 2024",New York Knicks,Sacramento Kings,120,109,New York Knicks,Sacramento Kings,11
"Thu, Apr 4, 2024",Houston Rockets,Golden State Warriors,110,133,Golden State Warriors,Houston Rockets,23
"Thu, Apr 4, 2024",Los Angeles Clippers,Denver Nuggets,102,100,Los Angeles Clippers,Denver Nuggets,2
"Fri, Apr 5, 2024",Charlotte Hornets,Orlando Magic,124,115,Charlotte Hornets,Orlando Magic,9
"Fri, Apr 5, 2024",Indiana Pacers,Oklahoma City Thunder,126,112,Indiana Pacers,Oklahoma City Thunder,14
"Fri, Apr 5, 2024",Washington Wizards,Portland Trail Blazers,102,108,Portland Trail Blazers,Washington Wizards,6
"Fri, Apr 5, 2024",Boston Celtics,Sacramento Kings,101,100,Boston Celtics,Sacramento Kings,1
"Fri, Apr 5, 2024",Chicago Bulls,New York Knicks,108,100,Chicago Bulls,New York Knicks,8
"Fri, Apr 5, 2024",Houston Rockets,Miami Heat,104,119,Miami Heat,Houston Rockets,15
"Fri, Apr 5, 2024",Memphis Grizzlies,Detroit Pistons,108,90,Memphis Grizzlies,Detroit Pistons,18
"Fri, Apr 5, 2024",Milwaukee Bucks,Toronto Raptors,111,117,Toronto Raptors,Milwaukee Bucks,6
"Fri, Apr 5, 2024",New Orleans Pelicans,San Antonio Spurs,109,111,San Antonio Spurs,New Orleans Pelicans,2
"Fri, Apr 5, 2024",Dallas Mavericks,Golden State Warriors,108,106,Dallas Mavericks,Golden State Warriors,2
"Fri, Apr 5, 2024",Phoenix Suns,Minnesota Timberwolves,97,87,Phoenix Suns,Minnesota Timberwolves,10
"Fri, Apr 5, 2024",Los Angeles Clippers,Utah Jazz,131,102,Los Angeles Clippers,Utah Jazz,29
"Sat, Apr 6, 2024",Los Angeles Lakers,Cleveland Cavaliers,116,97,Los Angeles Lakers,Cleveland Cavaliers,19
"Sat, Apr 6, 2024",Brooklyn Nets,Detroit Pistons,113,103,Brooklyn Nets,Detroit Pistons,10
"Sat, Apr 6, 2024",Memphis Grizzlies,Philadelphia 76ers,96,116,Philadelphia 76ers,Memphis Grizzlies,20
"Sat, Apr 6, 2024",Denver Nuggets,Atlanta Hawks,142,110,Denver Nuggets,Atlanta Hawks,32
"Sun, Apr 7, 2024",Dallas Mavericks,Houston Rockets,147,136,Dallas Mavericks,Houston Rockets,11
"Sun, Apr 7, 2024",Los Angeles Clippers,Cleveland Cavaliers,120,118,Los Angeles Clippers,Cleveland Cavaliers,2
"Sun, Apr 7, 2024",Indiana Pacers,Miami Heat,117,115,Indiana Pacers,Miami Heat,2
"Sun, Apr 7, 2024",Boston Celtics,Portland Trail Blazers,124,107,Boston Celtics,Portland Trail Blazers,17
"Sun, Apr 7, 2024",Charlotte Hornets,Oklahoma City Thunder,118,121,Oklahoma City Thunder,Charlotte Hornets,3
